job_title,company,country,city,salary_min,salary_max,currency,remote_type,experience_level,required_skills,posted_date,source,job_description,salary_avg
AI Engineer Machine Learning LLM - Polish Speaking,Client Server,UNITED KINGDOM,Shieldfield,108000.0,108000.0,USD,Onsite,Mid-level,Python,2026-02-19,Adzuna,"AI Engineer (Machine Learning LLM Python) Newcastle onsite to £85k Are you an AI Engineer with fluent Polish language skills combined with a first class education looking for an opportunity to progress your career, working on complex and interesting AI systems in an impactful role? You could be joining a scaling Technology Consultancy, the company has already experienced huge success within the FinTech / finance space as is expanding as a result. As an AI Engineer you will join a new team respo…",108000.0
Jr AI Engineer,Intellect Group,UNITED KINGDOM,Northampton,65000.0,65000.0,USD,Hybrid,Mid-level,,2026-02-07,Adzuna,"Job Title: Graduate AI Engineer Location: Northampton (Hybrid) Company Type: SaaS Job Type: Full-time, Permanent About the Role We’re looking for a curious and ambitious Graduate AI Engineer to join our growing SaaS team based in Northampton. This is an excellent opportunity for a recent postgraduate to work hands-on with real-world AI and machine learning systems, contributing directly to intelligent, scalable software used by customers every day. You’ll work closely with experienced engineers…",65000.0
Senior AI Engineer,Harnham,UNITED KINGDOM,London,96000.0,96000.0,USD,Onsite,Senior,,2026-01-16,Adzuna,"AI Engineer – LLMs / Applied AI London (onsite) Salary up to £180k  equity We’re working with a fast-growing AI startup building proprietary algorithms that are redefining how complex knowledge work is done. With strong revenue traction, top-tier investors, and a deeply technical founding team, this is a chance to help build a category-defining company from the inside. What you’ll be responsible for: Designing, building, and deploying production-grade AI algorithms that materially improve outpu…",96000.0
Generative AI Engineer,IRIS Software Group,UNITED KINGDOM,Glasgow,60000.0,60000.0,USD,Remote,Lead,,2026-02-21,Adzuna,"Remote (located near Slough/Glasgow for periodical office visits) Competitive  Bonus  Benefits Permanent full time We’re hiring in AI Operations to lead the end‑to‑end delivery of GenAI initiatives across IRIS International. This is a hands‑on role for someone who wants full ownership of how AI is identified, designed, implemented, and optimised within our teams. The role centres on improving efficiency, accuracy, and productivity through practical AI solutions. You will scope opportunities, bu…",60000.0
Generative AI Engineer,IRIS Software Group,UNITED KINGDOM,London,66000.0,66000.0,USD,Remote,Lead,,2026-02-21,Adzuna,"Remote (located near Slough/Glasgow for periodical office visits) Competitive  Bonus  Benefits Permanent full time We’re hiring in AI Operations to lead the end‑to‑end delivery of GenAI initiatives across IRIS International. This is a hands‑on role for someone who wants full ownership of how AI is identified, designed, implemented, and optimised within our teams. The role centres on improving efficiency, accuracy, and productivity through practical AI solutions. You will scope opportunities, bu…",66000.0
Lead/Sr AI Engineer,Newpage Solutions,UNITED KINGDOM,Bristol,140000.0,140000.0,USD,Hybrid,Senior,,2026-02-10,Adzuna,"LEAD AI ENGINEER Location: Bristol, Hybrid | Type: Full-time About Newpage Solutions Newpage Solutions is a global digital health innovation company helping people live longer, healthier lives. We partner with life sciences organisations which include, pharmaceutical, biotech and healthcare leaders, to build transformative AI and data driven technologies addressing real-world health challenges. From strategy and research to UX design and agile development, we deliver and validate impactful solu…",140000.0
Founding Fullstack AI Engineer,annwn,UNITED KINGDOM,London,95000.0,114000.0,USD,Hybrid,Mid-level,,2026-02-18,Adzuna,"Location: London, Hybrid (2-3 days in office) Stage: Early-stage startup Reporting to: Founder / CPO Salary: £75,000 - £90,000 Equity: Meaningful early-stage equity available About Us We are currently in stealth but we are building an agentic AI & intelligence platform for sustainability action and decision-making. Organisations today are drowning in fragmented environmental data - carbon, biodiversity, water, policy, supply chains & more - but still struggle to answer the most important questi…",104500.0
Lead AI Engineer - Insurance,Albion Blake,UNITED KINGDOM,London,98000.0,98000.0,USD,Hybrid,Lead,NLP,2026-02-16,Adzuna,"Title: Lead AI Engineer - Insurance Location: London (Hybrid Working) Salary: £100,000 - £130,000 DOE  Package Industry: Insurance A leading UK insurer is seeking a Lead AI Engineer to play a pivotal role in scaling enterprise AI across underwriting, claims and customer operations. With multiple AI use cases already live across the business, this role will focus on advancing production-grade AI capability, particularly across Generative AI and NLP, ensuring measurable commercial impact and scal…",98000.0
Senior AI Engineer - ID45598,Humand Talent,UNITED KINGDOM,Oxford,115000.0,115000.0,USD,Hybrid,Senior,,2026-02-17,Adzuna,"AI Engineer Competitive salary plus share options and comprehensive benefits | Flexible working Location: UK based, hybrid environment Are you driven by building advanced AI systems that solve genuinely complex problems? Do you enjoy setting technical direction while remaining hands on with architecture and delivery? Would you like your work to contribute to accelerating life saving therapeutic development? Why This Role Is Exciting You will lead the development of a cutting edge conversational…",115000.0
AI Security Engineer,Hays,UNITED KINGDOM,Knutsford,198000.0,208000.0,USD,Hybrid,Mid-level,,2026-02-16,Adzuna,"AI Security Engineer Knutsford- Hybrid, 3 days on site Contract - £600 - £630 per day (inside) Our client is seeking an AI Security Engineer who will join the security team of a major organisation. You will combine practical engineering experience with deep knowledge of Data Security, AI Security, and cloud-native security practices. Main Responsibilities: Drive enhancements to the AI/GenAI security platform and scanning infrastructure, ensuring alignment with strategic goals and approved budge…",203000.0
AI Engineer | Remote | LegalTech - TWE42569,twentyAI,UNITED KINGDOM,London,117000.0,117000.0,USD,Remote,Mid-level,,2026-02-16,Adzuna,"Why join? If you’re an engineer who wants true ownership, visibility, and the chance to shape how agentic systems transform profitability in an analogous sector, this is the role for you. You won’t be a small cog in a big machine(team of 7) — you’ll be helping to define the machine itself. Build production-grade agentic AI systems that automate the workflows of elite law firms. Work with a world-class founding team and colleagues with backgrounds from leading academic, startup, and financial in…",117000.0
Lead AI Automation Engineer,BD Talent Limited,UNITED KINGDOM,Warrington,95000.0,95000.0,USD,Hybrid,Lead,,2026-02-10,Adzuna,"Lead AI Automation Engineer Warrington / Hybrid Up to £75,000 BD Talent has exclusively partnered with one of the most exciting tech start-ups to hit the North West. Founded by an industry titan with over 25 years of experience in the tech sector, this is a superb opportunity to join the company at the beginning of their journey, playing a truly imperative role. Joining now will mean you can shape and own the approach, tech stack and direction of the entire engineering function, building both t…",95000.0
AI Engineer,CPS Group  Limited,UNITED KINGDOM,Bassaleg,57000.0,64000.0,USD,Hybrid,Mid-level,,2026-02-13,Adzuna,"AI Engineer South Wales - Hybrid (3 days onsite per week) Up to £50,000  Annual Bonus CPS Group are supporting a leading financial services organisation in South Wales as they expand their AI & Automation capability. They're looking to hire an AI Engineer to design and deliver intelligent automation solutions that drive real operational and commercial impact. This is a hands-on role where you'll work with modern AI tooling across Microsoft's ecosystem, building production-ready solutions that i…",60500.0
AI Security Engineer,Anson Mccade,UNITED KINGDOM,St Paul'S,66000.0,66000.0,USD,Hybrid,Mid-level,,2026-02-21,Adzuna,"AI Security Engineer £70,000 to 100,000 GBP Bonus Hybrid WORKING Location: Central London, Greater London - United Kingdom Type: Permanent Job Title: AI Security Engineer (GenAI Focus) Location: London (Hybrid - 2 days per week onsite) Salary: Flexible depending on experience  bonus Job Overview We are seeking an AI Security Engineer to design, implement, and maintain security solutions that protect complex systems and sensitive data, with a strong focus on GenAI and AI/ML platforms. This role …",66000.0
"LLM, RAG & Agentic AI Engineer",Staffworx,UNITED KINGDOM,London,100000.0,100000.0,USD,Remote,Senior,RAG,2026-02-21,Adzuna,"Senior LLM, RAG & Agentic AI Consulting Engineer - Lead / Senior FDE Remote First, some trips to client offices and HQ Lead the design and delivery of complex, AI-native client engagements, spanning agentic systems, retrieval architectures and semantic layers. This is a senior, hands-on consulting role combining deep technical leadership with strong client presence, shaping both client outcomes and the firm’s long-term AI engineering capability. As client demand for AI-native transformation acc…",100000.0
Graduate Machine Learning and AI Engineer,Adecco,UNITED KINGDOM,Edinburgh,52000.0,52000.0,USD,Hybrid,Mid-level,,2026-02-07,Adzuna,"Job title: Graduate Machine Learning and AI Engineer Location : Edinburgh Hybrid role working 2 days a week in the office Salary: £30,000 to £38,000 Contract: 12-month fixed term contract Our market-leading financial services client is seeking an a motivated, detail focused Graduate Machine Learning and AI Engineer to join the Business Transaction Banking division. This role involves building and optimising agent workflows, integrating LLMs with internal tools/data. Additionally, you will have …",52000.0
AI Engineer,Digital Waffle,UNITED KINGDOM,London,95000.0,108000.0,USD,Remote,Mid-level,Python,2026-02-16,Adzuna,"AI Engineer | Python, Artificial Intelligence, Machine Learning | UK (remote) A leading Software and AI Development company in London is looking for an AI Engineer with skills in Python development and knowledge of Machine Learning. You will be working alongside their industry leading engineering team on a mixture of greenfield projects and flagship products to help drive the company forwards. They need innovative thinkers who aren't afraid to voice (and backup) their ideas! With a flat hierarc…",101500.0
